"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id";"floor";"building_name";"section_number";"section_floors_count"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73299/";"76,4";"";"13170000";"73299";"3";"Дом 2";"5";"11"
"Зарека";"https://tyumen.brusnika.ru/flat/67129/";"88,7";"";"13180000";"67129";"12";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67033/";"88,7";"";"13180000";"67033";"13";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/51620/";"105,3";"";"13220000";"51620";"2";"Дом 5-2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67254/";"88,7";"";"13230000";"67254";"15";"Дом 2-1";"5";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60154/";"82,1";"";"13230000";"60154";"5";"Дом у озера 3";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72265/";"76,5";"";"13230000";"72265";"6";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/72212/";"76,5";"";"13230000";"72212";"7";"Дом 6-2";"2";"12"
"Зарека";"https://tyumen.brusnika.ru/flat/67288/";"96,3";"";"13260000";"67288";"5";"Дом 2-1";"5";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/71363/";"56,9";"";"13280000";"71363";"8";"Дом 4";"1";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60113/";"82,3";"";"13290000";"60113";"2";"Дом у озера 3";"5";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52253/";"115";"";"13310000";"52253";"1";"Дом 9";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51744/";"115,4";"";"13320000";"51744";"1";"Дом 9";"2";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/56451/";"100,4";"";"13350000";"56451";"2";"Дом 3-1";"7";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60130/";"84,4";"";"13350000";"60130";"1";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/57178/";"91,9";"";"13350000";"57178";"22";"Дом 5-1";"1";"25"
"Республики 205";"https://tyumen.brusnika.ru/flat/56102/";"100,7";"";"13360000";"56102";"2";"Дом 3-1";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67193/";"96,6";"";"13360000";"67193";"6";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/54930/";"107,4";"";"13370000";"54930";"2";"Дом 3-1";"6";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/70102/";"65,1";"";"13390000";"70102";"6";"Дом 2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67140/";"99,6";"";"13400000";"67140";"3";"Дом 2-1";"7";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48239/";"106,3";"";"13400000";"48239";"1";"Дом 2";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72152/";"78,5";"";"13400000";"72152";"2";"Дом 6-2";"1";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54678/";"63,1";"";"13400000";"54678";"4";"Дом 2";"1";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73291/";"63,1";"";"13400000";"73291";"5";"Дом 2";"1";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67247/";"96,2";"";"13450000";"67247";"7";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67307/";"96,3";"";"13460000";"67307";"9";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/48257/";"125,9";"13470000";"14800000";"48257";"7";"Дом 2";"8";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67274/";"80,4";"";"13500000";"67274";"6";"Дом 2-1";"6";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58336/";"66,8";"";"13520000";"58336";"6";"Дом 1";"5";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/66892/";"63,1";"";"13520000";"66892";"6";"Дом 2";"1";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48141/";"124,7";"13530000";"16370000";"48141";"5";"Дом 2";"3";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51757/";"114,4";"";"13540000";"51757";"6";"Дом 9";"6";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/58433/";"67,5";"";"13540000";"58433";"6";"Дом 9";"4";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67078/";"88";"";"13550000";"67078";"10";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67073/";"92,8";"";"13550000";"67073";"16";"Дом 2-1";"5";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/67281/";"100,7";"";"13550000";"67281";"3";"Дом 2-1";"6";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/54949/";"109,1";"";"13560000";"54949";"2";"Дом 3-1";"7";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56860/";"71,2";"";"13560000";"56860";"3";"Дом 2";"9";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73288/";"77,9";"";"13600000";"73288";"8";"Дом 1";"1";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51759/";"118,2";"";"13620000";"51759";"7";"Дом 9";"2";"9"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60107/";"90,8";"";"13630000";"60107";"5";"Дом у озера 3";"4";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54725/";"96,4";"";"13650000";"54725";"8";"Дом 2";"5";"11"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51761/";"115,8";"";"13660000";"51761";"8";"Дом 9";"4";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73286/";"77,9";"";"13660000";"73286";"10";"Дом 1";"1";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/72248/";"81,1";"";"13690000";"72248";"4";"Дом 6-2";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/69613/";"81,1";"";"13700000";"69613";"9";"Дом 5-2";"3";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48864/";"124";"13710000";"15110000";"48864";"2";"Дом 10";"1";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48173/";"110";"";"13730000";"48173";"1";"Дом 2";"1";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73294/";"66,8";"";"13730000";"73294";"4";"Дом 1";"2";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72283/";"68,7";"";"13740000";"72283";"5";"Дом 6-2";"1";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51748/";"119,1";"";"13770000";"51748";"8";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/54941/";"108,1";"";"13770000";"54941";"2";"Дом 3-1";"4";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56092/";"125,7";"13780000";"15560000";"56092";"8";"Дом 3-1";"2";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73295/";"68,6";"";"13780000";"73295";"7";"Дом 2";"5";"11"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49634/";"67,2";"";"13800000";"49634";"6";"Дом 1";"2";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56426/";"125,7";"13810000";"15600000";"56426";"8";"Дом 3-1";"6";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67298/";"82,5";"";"13810000";"67298";"6";"Дом 2-1";"6";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50063/";"66,8";"";"13810000";"50063";"5";"Дом 1";"2";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/56453/";"108";"";"13840000";"56453";"2";"Дом 3-1";"5";"9"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52257/";"138,5";"13920000";"15720000";"52257";"17";"Дом 9";"1";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/56461/";"131,9";"13940000";"16810000";"56461";"3";"Дом 3-1";"1";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/69611/";"121,7";"13970000";"15230000";"69611";"6";"Дом 5-2";"5";"6"
"Республики 205";"https://tyumen.brusnika.ru/flat/48203/";"124,8";"13980000";"16860000";"48203";"7";"Дом 2";"3";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/56743/";"85,1";"";"13980000";"56743";"3";"Дом 4";"7";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/56076/";"128";"13990000";"15790000";"56076";"8";"Дом 3-1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/34440/";"85";"";"13990000";"34440";"6";"Дом 6-1";"4";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72242/";"92,9";"";"14000000";"72242";"2";"Дом 6-2";"3";"18"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44342/";"110";"";"14020000";"44342";"8";"Дом у озера 2";"2";""
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54713/";"72,2";"";"14030000";"54713";"2";"Дом 2";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67607/";"57,1";"";"14030000";"67607";"10";"Дом 4";"3";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/66347/";"80,3";"";"14040000";"66347";"7";"Дом 4";"1";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73284/";"72,2";"";"14080000";"73284";"3";"Дом 2";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51786/";"118,1";"";"14100000";"51786";"6";"Дом 9";"7";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47917/";"111,3";"";"14100000";"47917";"8";"Дом у озера 2";"5";""
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48561/";"114,2";"";"14160000";"48561";"8";"Дом 10";"2";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44323/";"111,8";"";"14170000";"44323";"8";"Дом у озера 2";"3";""
"Речной порт";"https://tyumen.brusnika.ru/flat/37829/";"75,8";"";"14180000";"37829";"8";"Дом 7";"2";""
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54664/";"77,1";"";"14180000";"54664";"5";"Дом 2";"1";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/55055/";"70,3";"";"14210000";"55055";"4";"Дом 1";"2";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/44920/";"116,2";"";"14280000";"44920";"1";"Дом 1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67605/";"70,3";"";"14310000";"67605";"8";"Дом 4";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67225/";"85,3";"";"14370000";"67225";"6";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/46830/";"122,5";"14370000";"15660000";"46830";"8";"Дом 1";"5";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67218/";"111,9";"";"14390000";"67218";"3";"Дом 2-1";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/51621/";"129,4";"14410000";"15700000";"51621";"7";"Дом 5-2";"1";"16"
"Зарека";"https://tyumen.brusnika.ru/flat/52918/";"129,3";"14420000";"15720000";"52918";"4";"Дом 5-2";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56841/";"71,7";"";"14420000";"56841";"4";"Дом 1";"5";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49611/";"71,7";"";"14420000";"49611";"6";"Дом 1";"5";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67276/";"97,3";"";"14440000";"67276";"2";"Дом 2-1";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48248/";"124,5";"";"14450000";"48248";"7";"Дом 2";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/69621/";"131,6";"14460000";"16300000";"69621";"7";"Дом 5-2";"6";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67164/";"111,9";"";"14470000";"67164";"4";"Дом 2-1";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67105/";"111,9";"";"14470000";"67105";"5";"Дом 2-1";"2";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/66893/";"72,5";"";"14480000";"66893";"6";"Дом 2";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72301/";"75,1";"";"14480000";"72301";"1";"Дом 6-2";"1";"9"
"Зарека";"https://tyumen.brusnika.ru/flat/44916/";"117,6";"";"14490000";"44916";"1";"Дом 1";"6";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/58432/";"67,5";"";"14510000";"58432";"8";"Дом 9";"3";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48258/";"125,9";"";"14530000";"48258";"7";"Дом 2";"6";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/71373/";"60,4";"";"14540000";"71373";"8";"Дом 4";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/51619/";"87";"";"14550000";"51619";"9";"Дом 5-2";"2";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/71368/";"60,7";"";"14580000";"71368";"9";"Дом 4";"8";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50038/";"69,9";"";"14620000";"50038";"6";"Дом 1";"2";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66332/";"97,6";"14630000";"16050000";"66332";"4";"Дом у озера 3";"6";"4"
"Речной порт";"https://tyumen.brusnika.ru/flat/72237/";"88,2";"";"14650000";"72237";"8";"Дом 6-2";"3";"18"
"Речной порт";"https://tyumen.brusnika.ru/flat/58423/";"88";"";"14710000";"58423";"9";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/71352/";"91,4";"";"14720000";"71352";"6";"Дом 4";"1";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67183/";"108,4";"";"14730000";"67183";"7";"Дом 2-1";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67146/";"112,3";"";"14740000";"67146";"7";"Дом 2-1";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56431/";"116,6";"";"14750000";"56431";"8";"Дом 3-1";"8";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47916/";"116,8";"";"14750000";"47916";"1";"Дом у озера 2";"6";""
"Речной порт";"https://tyumen.brusnika.ru/flat/72127/";"100,5";"";"14750000";"72127";"3";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/67147/";"112,4";"";"14760000";"67147";"8";"Дом 2-1";"3";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54721/";"90,3";"";"14770000";"54721";"2";"Дом 2";"5";"11"
"Речной порт";"https://tyumen.brusnika.ru/flat/72184/";"75,5";"";"14780000";"72184";"5";"Дом 6-2";"1";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/72169/";"88,2";"";"14790000";"72169";"10";"Дом 6-2";"3";"18"
"Зарека";"https://tyumen.brusnika.ru/flat/52929/";"122";"";"14800000";"52929";"8";"Дом 5-2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67313/";"114,4";"";"14810000";"67313";"3";"Дом 2-1";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/66462/";"88,9";"";"14820000";"66462";"3";"Дом 4";"1";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56106/";"136,5";"14830000";"17020000";"56106";"8";"Дом 3-1";"6";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/43753/";"139";"";"14840000";"43753";"7";"Дом 1";"6";"15"
"Речной порт";"https://tyumen.brusnika.ru/flat/71377/";"60,7";"";"14850000";"71377";"10";"Дом 4";"7";"10"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60124/";"95,4";"";"14880000";"60124";"1";"Дом у озера 3";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67301/";"114,5";"";"14880000";"67301";"5";"Дом 2-1";"2";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67294/";"114,5";"";"14880000";"67294";"4";"Дом 2-1";"2";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/56405/";"136,2";"14890000";"16760000";"56405";"8";"Дом 3-1";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/72310/";"100,5";"";"14900000";"72310";"4";"Дом 6-2";"3";"18"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48595/";"122,7";"";"15010000";"48595";"8";"Дом 10";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44340/";"109,8";"";"15010000";"44340";"8";"Дом у озера 2";"7";""
"Речной порт";"https://tyumen.brusnika.ru/flat/71375/";"61,4";"";"15010000";"71375";"10";"Дом 4";"7";"10"
"Речной порт";"https://tyumen.brusnika.ru/flat/54143/";"118,5";"";"15010000";"54143";"6";"Дом 4";"3";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/56406/";"121,5";"";"15020000";"56406";"8";"Дом 3-1";"2";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51764/";"138,8";"15040000";"15740000";"51764";"6";"Дом 9";"8";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/69617/";"122,3";"";"15080000";"69617";"6";"Дом 5-2";"5";"6"
"Зарека";"https://tyumen.brusnika.ru/flat/67096/";"108,5";"";"15090000";"67096";"16";"Дом 2-1";"5";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/68681/";"138,4";"15130000";"17020000";"68681";"8";"Дом 3-1";"4";"8"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60175/";"92,7";"";"15130000";"60175";"5";"Дом у озера 3";"3";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46758/";"137,5";"";"15150000";"46758";"17";"Дом 8";"6";"17"
"Республики 205";"https://tyumen.brusnika.ru/flat/48236/";"131,5";"";"15180000";"48236";"7";"Дом 2";"6";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56286/";"84,2";"";"15200000";"56286";"3";"Дом 1";"4";"7"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60088/";"97";"";"15260000";"60088";"1";"Дом у озера 3";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67317/";"106,8";"";"15260000";"67317";"2";"Дом 2-1";"4";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49018/";"144,7";"15290000";"17730000";"49018";"8";"Дом 10";"4";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54669/";"94,5";"";"15290000";"54669";"2";"Дом 2";"1";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43399/";"147,2";"";"15290000";"43399";"24";"Дом 7-2";"1";"25"
"Речной порт";"https://tyumen.brusnika.ru/flat/72311/";"80";"";"15290000";"72311";"6";"Дом 6-2";"1";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/54129/";"103";"";"15300000";"54129";"4";"Дом 4";"3";"10"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50047/";"96,5";"";"15320000";"50047";"2";"Дом 1";"5";"8"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48989/";"124,3";"";"15330000";"48989";"8";"Дом 10";"3";"8"
"Республики 205";"https://tyumen.brusnika.ru/flat/48144/";"126,4";"";"15330000";"48144";"16";"Дом 2";"3";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56294/";"96,7";"";"15350000";"56294";"7";"Дом 1";"5";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49615/";"96,4";"";"15360000";"49615";"4";"Дом 1";"5";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56290/";"84,2";"";"15360000";"56290";"4";"Дом 1";"4";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54707/";"90,7";"";"15360000";"54707";"3";"Дом 2";"3";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67208/";"119";"";"15370000";"67208";"3";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/65604/";"130,4";"";"15380000";"65604";"25";"Дом 5-1";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/67261/";"100,2";"";"15420000";"67261";"2";"Дом 2-1";"6";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43394/";"147,7";"";"15430000";"43394";"24";"Дом 7-2";"1";"25"
"Зарека";"https://tyumen.brusnika.ru/flat/67110/";"119";"";"15440000";"67110";"4";"Дом 2-1";"3";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67137/";"119";"";"15440000";"67137";"5";"Дом 2-1";"3";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67609/";"98,9";"";"15460000";"67609";"10";"Дом 4";"7";"10"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49624/";"84,2";"";"15460000";"49624";"5";"Дом 1";"4";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56870/";"93,9";"";"15470000";"56870";"4";"Дом 2";"7";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58257/";"93,9";"";"15470000";"58257";"5";"Дом 2";"7";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/58422/";"100,5";"";"15490000";"58422";"9";"Дом 4";"3";"10"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46685/";"143,8";"";"15520000";"46685";"6";"Дом 8";"5";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58256/";"93,9";"";"15520000";"58256";"6";"Дом 2";"7";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46721/";"141,3";"";"15530000";"46721";"17";"Дом 8";"6";"17"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50036/";"96,7";"";"15540000";"50036";"3";"Дом 1";"3";"7"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51769/";"137,9";"";"15640000";"51769";"6";"Дом 9";"5";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/54125/";"123,6";"";"15650000";"54125";"8";"Дом 4";"4";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67955/";"88,7";"";"15660000";"67955";"2";"Дом 4";"3";"10"
"Республики 205";"https://tyumen.brusnika.ru/flat/48175/";"135,6";"";"15670000";"48175";"8";"Дом 2";"2";"8"
"Речной порт";"https://tyumen.brusnika.ru/flat/67603/";"123,8";"";"15690000";"67603";"8";"Дом 4";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67115/";"105,5";"";"15700000";"67115";"2";"Дом 2-1";"7";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/56245/";"129,4";"";"15700000";"56245";"8";"Дом 5-2";"1";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/67959/";"124,1";"";"15710000";"67959";"7";"Дом 4";"5";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/56248/";"129,3";"";"15720000";"56248";"5";"Дом 5-2";"1";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56786/";"97,1";"";"15720000";"56786";"6";"Дом 2";"4";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49637/";"96,4";"";"15740000";"49637";"5";"Дом 1";"5";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/56243/";"129,2";"";"15740000";"56243";"3";"Дом 5-2";"1";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/37752/";"75,9";"";"15750000";"37752";"5";"Дом 7";"1";""
"Республики 205";"https://tyumen.brusnika.ru/flat/48222/";"135";"";"15780000";"48222";"7";"Дом 2";"8";"7"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54714/";"97,1";"";"15780000";"54714";"5";"Дом 2";"4";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56785/";"97,1";"";"15780000";"56785";"3";"Дом 2";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/67016/";"97";"";"15800000";"67016";"10";"Дом 2-1";"5";"16"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51745/";"138,7";"";"15820000";"51745";"17";"Дом 9";"1";"17"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56673/";"91,1";"";"15830000";"56673";"6";"Дом 2";"2";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48188/";"134,6";"";"15860000";"48188";"16";"Дом 2";"3";"16"
"Речной порт";"https://tyumen.brusnika.ru/flat/71364/";"66,1";"";"15890000";"71364";"9";"Дом 4";"8";"9"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/73571/";"90,6";"";"15890000";"73571";"3";"Дом 2";"6";"8"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56858/";"92";"";"15900000";"56858";"4";"Дом 2";"9";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/37750/";"76,2";"";"15900000";"37750";"7";"Дом 7";"1";""
"Республики 205";"https://tyumen.brusnika.ru/flat/56105/";"120,4";"";"16020000";"56105";"3";"Дом 3-1";"1";"18"
"Республики 205";"https://tyumen.brusnika.ru/flat/48211/";"125";"";"16020000";"48211";"8";"Дом 2";"3";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60125/";"114,8";"";"16040000";"60125";"4";"Дом у озера 3";"6";"4"
"Республики 205";"https://tyumen.brusnika.ru/flat/48195/";"121,2";"";"16100000";"48195";"2";"Дом 2";"3";"16"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60116/";"98,2";"";"16120000";"60116";"1";"Дом у озера 3";"4";"8"
"Зарека";"https://tyumen.brusnika.ru/flat/52927/";"134,7";"";"16120000";"52927";"6";"Дом 5-2";"5";"6"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46555/";"142,7";"";"16140000";"46555";"1";"Дом 8";"2";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/67602/";"124,1";"";"16170000";"67602";"10";"Дом 4";"3";"10"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54708/";"90,9";"";"16220000";"54708";"3";"Дом 2";"3";"7"
"Зарека";"https://tyumen.brusnika.ru/flat/67165/";"105,6";"";"16250000";"67165";"16";"Дом 2-1";"5";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58345/";"90,9";"";"16270000";"58345";"4";"Дом 2";"3";"7"
"Речной порт";"https://tyumen.brusnika.ru/flat/72215/";"96,5";"";"16280000";"72215";"6";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/72122/";"96,7";"";"16290000";"72122";"7";"Дом 6-2";"2";"12"
"Речной порт";"https://tyumen.brusnika.ru/flat/67925/";"117,3";"";"16300000";"67925";"9";"Дом 4";"6";"9"
"Речной порт";"https://tyumen.brusnika.ru/flat/54154/";"105,4";"";"16340000";"54154";"1";"Дом 4";"8";"9"
"Республики 205";"https://tyumen.brusnika.ru/flat/48209/";"124,6";"";"16360000";"48209";"3";"Дом 2";"3";"16"
"Республики 205";"https://tyumen.brusnika.ru/flat/48142/";"124,7";"";"16370000";"48142";"4";"Дом 2";"3";"16"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49644/";"88,2";"";"16440000";"49644";"4";"Дом 1";"4";"7"
"Республики 205";"https://tyumen.brusnika.ru/flat/48230/";"139,7";"";"16450000";"48230";"7";"Дом 2";"4";"7"
