"project";"link";"area";"price_with_discount";"price_without_discount";"flat_id"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52228/";"115,4";"13020000";"16270000";"52228"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44396/";"82,7";"13020000";"16270000";"44396"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44320/";"82,8";"13030000";"16290000";"44320"
"Зарека";"https://tyumen.brusnika.ru/flat/67298/";"82,5";"13030000";"14320000";"67298"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60130/";"84,4";"13040000";"15340000";"60130"
"Республики 205";"https://tyumen.brusnika.ru/flat/56451/";"100,4";"13050000";"16310000";"56451"
"Зарека";"https://tyumen.brusnika.ru/flat/57178/";"91,9";"13050000";"15350000";"57178"
"Республики 205";"https://tyumen.brusnika.ru/flat/54930/";"107,4";"13060000";"16330000";"54930"
"Республики 205";"https://tyumen.brusnika.ru/flat/56102/";"100,7";"13060000";"16320000";"56102"
"Речной порт";"https://tyumen.brusnika.ru/flat/66351/";"98,6";"13070000";"16340000";"66351"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/70102/";"65,1";"13080000";"15390000";"70102"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54678/";"63,1";"13100000";"15410000";"54678"
"Октябрьский";"https://tyumen.brusnika.ru/flat/31305/";"167,6";"";"13160000";"31305"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/66888/";"67,3";"13170000";"16460000";"66888"
"Республики 205";"https://tyumen.brusnika.ru/flat/48202/";"105,3";"13180000";"16470000";"48202"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46687/";"114,2";"13190000";"16490000";"46687"
"Зарека";"https://tyumen.brusnika.ru/flat/51616/";"111,5";"13210000";"16510000";"51616"
"Республики 205";"https://tyumen.brusnika.ru/flat/48201/";"105,6";"13210000";"16510000";"48201"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/66892/";"63,1";"13210000";"15540000";"66892"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58336/";"66,8";"13220000";"16520000";"58336"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60154/";"82,1";"13230000";"15570000";"60154"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51757/";"114,4";"13240000";"16550000";"51757"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56860/";"71,2";"13250000";"15590000";"56860"
"Республики 205";"https://tyumen.brusnika.ru/flat/48186/";"91,2";"13260000";"16580000";"48186"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49046/";"109,3";"13260000";"16580000";"49046"
"Республики 205";"https://tyumen.brusnika.ru/flat/54949/";"109,1";"13260000";"16570000";"54949"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/49061/";"109,4";"13270000";"16590000";"49061"
"Республики 205";"https://tyumen.brusnika.ru/flat/48277/";"106,5";"13300000";"16620000";"48277"
"Республики 205";"https://tyumen.brusnika.ru/flat/48180/";"92";"13310000";"16640000";"48180"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51759/";"118,2";"13310000";"16640000";"51759"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60131/";"82,1";"13310000";"15660000";"60131"
"Республики 205";"https://tyumen.brusnika.ru/flat/54929/";"106,9";"13320000";"16650000";"54929"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60107/";"90,8";"13330000";"15680000";"60107"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54725/";"83,1";"13350000";"15710000";"54725"
"Зарека";"https://tyumen.brusnika.ru/flat/67892/";"91,9";"13350000";"15710000";"67892"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51761/";"115,8";"13360000";"16700000";"51761"
"Зарека";"https://tyumen.brusnika.ru/flat/57174/";"91,9";"13360000";"15720000";"57174"
"Республики 205";"https://tyumen.brusnika.ru/flat/54800/";"107,3";"13380000";"16730000";"54800"
"Зарека";"https://tyumen.brusnika.ru/flat/69613/";"81,1";"13390000";"16740000";"69613"
"Республики 205";"https://tyumen.brusnika.ru/flat/48207/";"92";"13420000";"16770000";"48207"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44394/";"84";"13430000";"16790000";"44394"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51748/";"119,1";"13460000";"16830000";"51748"
"Республики 205";"https://tyumen.brusnika.ru/flat/54941/";"108,1";"13460000";"16830000";"54941"
"Зарека";"https://tyumen.brusnika.ru/flat/57160/";"115,7";"13460000";"15840000";"57160"
"Речной порт";"https://tyumen.brusnika.ru/flat/54148/";"81,4";"13480000";"16850000";"54148"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49634/";"67,2";"13500000";"16870000";"49634"
"Речной порт";"https://tyumen.brusnika.ru/flat/66327/";"83,1";"13500000";"16880000";"66327"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50063/";"66,8";"13500000";"16880000";"50063"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60108/";"101,3";"13530000";"15920000";"60108"
"Республики 205";"https://tyumen.brusnika.ru/flat/56453/";"108";"13540000";"16920000";"56453"
"Зарека";"https://tyumen.brusnika.ru/flat/67225/";"85,3";"13600000";"14940000";"67225"
"Республики 205";"https://tyumen.brusnika.ru/flat/48239/";"106,2";"13610000";"17010000";"48239"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/62029/";"71";"13630000";"17040000";"62029"
"Зарека";"https://tyumen.brusnika.ru/flat/67276/";"97,3";"13650000";"15000000";"67276"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44342/";"110";"13660000";"17080000";"44342"
"Зарека";"https://tyumen.brusnika.ru/flat/67164/";"111,9";"13700000";"15050000";"67164"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54713/";"72,2";"13730000";"16150000";"54713"
"Речной порт";"https://tyumen.brusnika.ru/flat/67607/";"57,1";"13730000";"17160000";"67607"
"Речной порт";"https://tyumen.brusnika.ru/flat/66347/";"80,3";"13740000";"17170000";"66347"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44290/";"80,1";"13750000";"17190000";"44290"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44292/";"80,1";"13750000";"17190000";"44292"
"Зарека";"https://tyumen.brusnika.ru/flat/65917/";"116,5";"13780000";"17220000";"65917"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51786/";"118,1";"13790000";"17240000";"51786"
"Зарека";"https://tyumen.brusnika.ru/flat/52933/";"117,1";"13830000";"17290000";"52933"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47980/";"80,1";"13850000";"17310000";"47980"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48561/";"114,2";"13860000";"17320000";"48561"
"Речной порт";"https://tyumen.brusnika.ru/flat/37752/";"75,9";"13860000";"18480000";"37752"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54664/";"77,1";"13870000";"16320000";"54664"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/55055/";"70,3";"13900000";"17380000";"55055"
"Зарека";"https://tyumen.brusnika.ru/flat/67183/";"108,4";"13930000";"15310000";"67183"
"Республики 205";"https://tyumen.brusnika.ru/flat/48173/";"110,1";"13940000";"17430000";"48173"
"Республики 205";"https://tyumen.brusnika.ru/flat/48194/";"110";"13940000";"17430000";"48194"
"Зарека";"https://tyumen.brusnika.ru/flat/67146/";"112,3";"13950000";"15330000";"67146"
"Зарека";"https://tyumen.brusnika.ru/flat/67147/";"112,4";"13970000";"15350000";"67147"
"Зарека";"https://tyumen.brusnika.ru/flat/44920/";"116,2";"13970000";"18630000";"44920"
"Речной порт";"https://tyumen.brusnika.ru/flat/25870/";"67,8";"";"13990000";"25870"
"Речной порт";"https://tyumen.brusnika.ru/flat/67605/";"70,3";"14010000";"17510000";"67605"
"Зарека";"https://tyumen.brusnika.ru/flat/67313/";"114,4";"14010000";"15400000";"67313"
"Зарека";"https://tyumen.brusnika.ru/flat/56253/";"118,8";"14020000";"17530000";"56253"
"Зарека";"https://tyumen.brusnika.ru/flat/67301/";"114,5";"14080000";"15470000";"67301"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44323/";"111,8";"14080000";"17600000";"44323"
"Республики 205";"https://tyumen.brusnika.ru/flat/56432/";"113,8";"14100000";"17630000";"56432"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56841/";"71,7";"14110000";"17640000";"56841"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49611/";"71,7";"14110000";"17640000";"49611"
"Зарека";"https://tyumen.brusnika.ru/flat/44907/";"116,3";"14180000";"18910000";"44907"
"Зарека";"https://tyumen.brusnika.ru/flat/44916/";"117,6";"14180000";"18910000";"44916"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/66893/";"72,5";"14180000";"16680000";"66893"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43392/";"139,9";"14200000";"20360000";"43392"
"Речной порт";"https://tyumen.brusnika.ru/flat/58432/";"67,5";"14210000";"18940000";"58432"
"Зарека";"https://tyumen.brusnika.ru/flat/51619/";"87";"14250000";"17810000";"51619"
"Зарека";"https://tyumen.brusnika.ru/flat/67096/";"108,5";"14280000";"15690000";"67096"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54733/";"84,3";"14280000";"16800000";"54733"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47917/";"111,3";"14300000";"17870000";"47917"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50038/";"69,9";"14310000";"17890000";"50038"
"Речной порт";"https://tyumen.brusnika.ru/flat/58423/";"88";"14410000";"18010000";"58423"
"Речной порт";"https://tyumen.brusnika.ru/flat/54135/";"91,4";"14420000";"18030000";"54135"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43582/";"142,6";"14420000";"20560000";"43582"
"Зарека";"https://tyumen.brusnika.ru/flat/67317/";"106,8";"14440000";"15870000";"67317"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54820/";"85,8";"14440000";"16990000";"54820"
"Республики 205";"https://tyumen.brusnika.ru/flat/43742/";"138,8";"14450000";"19260000";"43742"
"Дом у озера";"https://tyumen.brusnika.ru/flat/47916/";"116,8";"14450000";"18060000";"47916"
"Республики 205";"https://tyumen.brusnika.ru/flat/43809/";"138,2";"14460000";"19280000";"43809"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54721/";"90,3";"14470000";"17020000";"54721"
"Зарека";"https://tyumen.brusnika.ru/flat/52929/";"122";"14500000";"18120000";"52929"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43516/";"143,5";"14510000";"20680000";"43516"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52254/";"121,4";"14520000";"18150000";"52254"
"Речной порт";"https://tyumen.brusnika.ru/flat/66462/";"88,9";"14520000";"18150000";"66462"
"Речной порт";"https://tyumen.brusnika.ru/flat/37823/";"76";"14520000";"19360000";"37823"
"Республики 205";"https://tyumen.brusnika.ru/flat/43753/";"139";"14530000";"19370000";"43753"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44409/";"116,1";"14540000";"18180000";"44409"
"Зарека";"https://tyumen.brusnika.ru/flat/67208/";"119";"14560000";"16000000";"67208"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60124/";"95,4";"14570000";"17140000";"60124"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43393/";"143,8";"14580000";"20770000";"43393"
"Зарека";"https://tyumen.brusnika.ru/flat/67261/";"100,2";"14610000";"16050000";"67261"
"Речной порт";"https://tyumen.brusnika.ru/flat/42980/";"68,5";"14630000";"19510000";"42980"
"Зарека";"https://tyumen.brusnika.ru/flat/67110/";"119";"14630000";"16080000";"67110"
"Зарека";"https://tyumen.brusnika.ru/flat/67137/";"119";"14630000";"16080000";"67137"
"Речной порт";"https://tyumen.brusnika.ru/flat/37735/";"61,6";"14690000";"19590000";"37735"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48595/";"122,7";"14700000";"18380000";"48595"
"Речной порт";"https://tyumen.brusnika.ru/flat/54143/";"118,5";"14700000";"18380000";"54143"
"Республики 205";"https://tyumen.brusnika.ru/flat/48248/";"121,6";"14700000";"18380000";"48248"
"Речной порт";"https://tyumen.brusnika.ru/flat/56713/";"118,4";"14720000";"18400000";"56713"
"Речной порт";"https://tyumen.brusnika.ru/flat/34440/";"85";"";"14730000";"34440"
"Речной порт";"https://tyumen.brusnika.ru/flat/56689/";"118,5";"14750000";"18440000";"56689"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48562/";"122,6";"14780000";"18480000";"48562"
"Республики 205";"https://tyumen.brusnika.ru/flat/48258/";"122,7";"14780000";"18480000";"48258"
"Зарека";"https://tyumen.brusnika.ru/flat/69617/";"122,3";"14780000";"18470000";"69617"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48864/";"124";"14810000";"18510000";"48864"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60175/";"92,7";"14820000";"17440000";"60175"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46758/";"137,5";"14850000";"18560000";"46758"
"Зарека";"https://tyumen.brusnika.ru/flat/67115/";"105,5";"14870000";"16340000";"67115"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56286/";"84,2";"14900000";"18620000";"56286"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43399/";"147,9";"14910000";"21280000";"43399"
"Зарека";"https://tyumen.brusnika.ru/flat/69611/";"121,7";"14930000";"18660000";"69611"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60088/";"97";"14950000";"17590000";"60088"
"Зарека";"https://tyumen.brusnika.ru/flat/67016/";"97";"14980000";"16460000";"67016"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54669/";"94,5";"14990000";"17630000";"54669"
"Речной порт";"https://tyumen.brusnika.ru/flat/54129/";"103";"15000000";"18750000";"54129"
"Республики 205";"https://tyumen.brusnika.ru/flat/56406/";"121,5";"15000000";"18750000";"56406"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48983/";"124,3";"15020000";"18780000";"48983"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48989/";"124,3";"15020000";"18780000";"48989"
"Речной порт";"https://tyumen.brusnika.ru/flat/37740/";"76,1";"15020000";"20020000";"37740"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50047/";"96,5";"15020000";"18770000";"50047"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56294/";"96,7";"15050000";"18810000";"56294"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54707/";"90,7";"15050000";"17710000";"54707"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49615/";"96,4";"15060000";"18820000";"49615"
"Республики 205";"https://tyumen.brusnika.ru/flat/48257/";"124,9";"15060000";"18830000";"48257"
"Речной порт";"https://tyumen.brusnika.ru/flat/37783/";"83,6";"15060000";"20080000";"37783"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56290/";"84,2";"15060000";"18820000";"56290"
"Зарека";"https://tyumen.brusnika.ru/flat/65604/";"130,4";"15070000";"17730000";"65604"
"Зарека";"https://tyumen.brusnika.ru/flat/57187/";"130,5";"15080000";"17740000";"57187"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43394/";"148,1";"15120000";"22220000";"43394"
"Речной порт";"https://tyumen.brusnika.ru/flat/67609/";"98,9";"15150000";"18940000";"67609"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49624/";"84,2";"15150000";"18940000";"49624"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56870/";"93,9";"15160000";"17840000";"56870"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58257/";"93,9";"15160000";"17840000";"58257"
"Республики 205";"https://tyumen.brusnika.ru/flat/56431/";"116,6";"15170000";"18960000";"56431"
"Речной порт";"https://tyumen.brusnika.ru/flat/58422/";"100,5";"15180000";"18980000";"58422"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46685/";"143,8";"15220000";"19020000";"46685"
"Зарека";"https://tyumen.brusnika.ru/flat/51637/";"129,2";"15220000";"19020000";"51637"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/23242/";"42,3";"15220000";"17100000";"23242"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46649/";"141,3";"15220000";"19020000";"46649"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58256/";"93,9";"15220000";"17900000";"58256"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/50036/";"96,7";"15230000";"19040000";"50036"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46721/";"141,3";"15230000";"19040000";"46721"
"Зарека";"https://tyumen.brusnika.ru/flat/52907/";"129,4";"15260000";"19080000";"52907"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44340/";"109,8";"15290000";"19110000";"44340"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51769/";"137,9";"15340000";"19170000";"51769"
"Речной порт";"https://tyumen.brusnika.ru/flat/67955/";"88,7";"15360000";"19200000";"67955"
"Зарека";"https://tyumen.brusnika.ru/flat/46830/";"122,5";"15360000";"20480000";"46830"
"Речной порт";"https://tyumen.brusnika.ru/flat/67603/";"123,8";"15380000";"19230000";"67603"
"Зарека";"https://tyumen.brusnika.ru/flat/51621/";"129,4";"15390000";"19240000";"51621"
"Зарека";"https://tyumen.brusnika.ru/flat/67165/";"105,6";"15400000";"16920000";"67165"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56786/";"97,1";"15410000";"18130000";"56786"
"Речной порт";"https://tyumen.brusnika.ru/flat/67959/";"124,1";"15410000";"19260000";"67959"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/52257/";"138,5";"15420000";"19270000";"52257"
"Зарека";"https://tyumen.brusnika.ru/flat/52918/";"129,3";"15420000";"19270000";"52918"
"Зарека";"https://tyumen.brusnika.ru/flat/56248/";"129,3";"15420000";"19270000";"56248"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49637/";"96,4";"15430000";"19290000";"49637"
"Зарека";"https://tyumen.brusnika.ru/flat/56243/";"129,2";"15430000";"19290000";"56243"
"Речной порт";"https://tyumen.brusnika.ru/flat/54142/";"88,6";"15430000";"19290000";"54142"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51764/";"138,8";"15440000";"19300000";"51764"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56857/";"92";"15440000";"18170000";"56857"
"Республики 205";"https://tyumen.brusnika.ru/flat/48236/";"128,5";"15470000";"19340000";"48236"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54714/";"97,1";"15490000";"18220000";"54714"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56785/";"97,1";"15490000";"18220000";"56785"
"Республики 205";"https://tyumen.brusnika.ru/flat/56076/";"128";"15500000";"19370000";"56076"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/51745/";"138,7";"15510000";"19390000";"51745"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56673/";"91,1";"15520000";"18260000";"56673"
"Речной порт";"https://tyumen.brusnika.ru/flat/37832/";"81,1";"15530000";"20710000";"37832"
"Республики 205";"https://tyumen.brusnika.ru/flat/56426/";"125,7";"15580000";"19480000";"56426"
"Речной порт";"https://tyumen.brusnika.ru/flat/37750/";"76,2";"15590000";"20790000";"37750"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56858/";"92";"15600000";"18350000";"56858"
"Республики 205";"https://tyumen.brusnika.ru/flat/48144/";"126,5";"15620000";"19520000";"48144"
"Речной порт";"https://tyumen.brusnika.ru/flat/37803/";"81,1";"15650000";"20870000";"37803"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/43398/";"153,8";"15680000";"22970000";"43398"
"Речной порт";"https://tyumen.brusnika.ru/flat/37814/";"81,5";"15680000";"20910000";"37814"
"Республики 205";"https://tyumen.brusnika.ru/flat/56092/";"125,7";"15700000";"19630000";"56092"
"Республики 205";"https://tyumen.brusnika.ru/flat/56105/";"120,4";"15710000";"19640000";"56105"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60125/";"114,8";"15730000";"18510000";"60125"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66332/";"97,6";"15740000";"18520000";"66332"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60116/";"98,2";"15810000";"18600000";"60116"
"Зарека";"https://tyumen.brusnika.ru/flat/52927/";"134,7";"15820000";"19770000";"52927"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/46555/";"142,7";"15840000";"19800000";"46555"
"Зарека";"https://tyumen.brusnika.ru/flat/52923/";"135,1";"15860000";"19820000";"52923"
"Речной порт";"https://tyumen.brusnika.ru/flat/67602/";"124,1";"15860000";"19830000";"67602"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54708/";"90,9";"15910000";"18720000";"54708"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/58345/";"90,9";"15960000";"18780000";"58345"
"Республики 205";"https://tyumen.brusnika.ru/flat/48175/";"132,8";"15980000";"19970000";"48175"
"Речной порт";"https://tyumen.brusnika.ru/flat/67925/";"117,3";"15990000";"19990000";"67925"
"Зарека";"https://tyumen.brusnika.ru/flat/69621/";"131,6";"15990000";"19990000";"69621"
"Речной порт";"https://tyumen.brusnika.ru/flat/54154/";"105,4";"16030000";"20040000";"54154"
"Зарека";"https://tyumen.brusnika.ru/flat/67237/";"111,3";"16040000";"17630000";"67237"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56782/";"90,9";"16060000";"18890000";"56782"
"Республики 205";"https://tyumen.brusnika.ru/flat/48222/";"133,9";"16090000";"20110000";"48222"
"Зарека";"https://tyumen.brusnika.ru/flat/67144/";"119,6";"16090000";"17680000";"67144"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56282/";"88,2";"16140000";"20180000";"56282"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/49644/";"88,2";"16140000";"20170000";"49644"
"Речной порт";"https://tyumen.brusnika.ru/flat/58417/";"107";"16140000";"20180000";"58417"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54233/";"88,2";"16150000";"20190000";"54233"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56783/";"90,9";"16160000";"19010000";"56783"
"Республики 205";"https://tyumen.brusnika.ru/flat/48188/";"134,4";"16170000";"20210000";"48188"
"Зарека";"https://tyumen.brusnika.ru/flat/67039/";"119,3";"16170000";"17770000";"67039"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/52865/";"107,2";"16170000";"20210000";"52865"
"Республики 205";"https://tyumen.brusnika.ru/flat/48211/";"125,1";"16330000";"20410000";"48211"
"Зарека";"https://tyumen.brusnika.ru/flat/67117/";"126,8";"16330000";"17940000";"67117"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56777/";"94,1";"16360000";"19250000";"56777"
"Зарека";"https://tyumen.brusnika.ru/flat/67197/";"116";"16370000";"17990000";"67197"
"Зарека";"https://tyumen.brusnika.ru/flat/67077/";"123,7";"16380000";"18000000";"67077"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54683/";"103,9";"16410000";"19310000";"54683"
"Республики 205";"https://tyumen.brusnika.ru/flat/48195/";"121,8";"16420000";"20520000";"48195"
"Зарека";"https://tyumen.brusnika.ru/flat/67118/";"112,8";"16420000";"18040000";"67118"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54682/";"104,1";"16450000";"19350000";"54682"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60085/";"90,2";"16480000";"19390000";"60085"
"Республики 205";"https://tyumen.brusnika.ru/flat/56461/";"131,9";"16500000";"20630000";"56461"
"Республики 205";"https://tyumen.brusnika.ru/flat/56082/";"137,7";"16540000";"20680000";"56082"
"Зарека";"https://tyumen.brusnika.ru/flat/67233/";"109,5";"16550000";"18190000";"67233"
"Речной порт";"https://tyumen.brusnika.ru/flat/54153/";"110,9";"16610000";"20760000";"54153"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/54242/";"110,4";"16620000";"20770000";"54242"
"Зарека";"https://tyumen.brusnika.ru/flat/67149/";"120,7";"16630000";"18270000";"67149"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44325/";"134,4";"16640000";"20800000";"44325"
"Республики 205";"https://tyumen.brusnika.ru/flat/56385/";"138,7";"16660000";"20830000";"56385"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56865/";"105,5";"16660000";"19600000";"56865"
"Республики 205";"https://tyumen.brusnika.ru/flat/48209/";"125,1";"16690000";"20860000";"48209"
"Республики 205";"https://tyumen.brusnika.ru/flat/48141/";"125,1";"16700000";"20880000";"48141"
"Республики 205";"https://tyumen.brusnika.ru/flat/48142/";"125,1";"16700000";"20880000";"48142"
"Речной порт";"https://tyumen.brusnika.ru/flat/37738/";"109,5";"16700000";"22260000";"37738"
"Республики 205";"https://tyumen.brusnika.ru/flat/56099/";"136,5";"16710000";"20890000";"56099"
"Республики 205";"https://tyumen.brusnika.ru/flat/56106/";"136,5";"16710000";"20890000";"56106"
"Речной порт";"https://tyumen.brusnika.ru/flat/54173/";"123,2";"16750000";"20940000";"54173"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66318/";"94,3";"16750000";"19710000";"66318"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66346/";"94,3";"16750000";"19710000";"66346"
"Дом у озера";"https://tyumen.brusnika.ru/flat/66353/";"94,3";"16760000";"19720000";"66353"
"Республики 205";"https://tyumen.brusnika.ru/flat/48230/";"138,6";"16780000";"20980000";"48230"
"Октябрьский на Туре";"https://tyumen.brusnika.ru/flat/48878/";"142,7";"16830000";"21040000";"48878"
"Речной порт";"https://tyumen.brusnika.ru/flat/56113/";"119";"16840000";"21050000";"56113"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56773/";"106,9";"16860000";"19840000";"56773"
"Дом у озера";"https://tyumen.brusnika.ru/flat/60079/";"117,4";"16940000";"19930000";"60079"
"Речной порт";"https://tyumen.brusnika.ru/flat/54987/";"106,2";"16950000";"21190000";"54987"
"1А Первомайская";"https://tyumen.brusnika.ru/flat/43491/";"64";"16960000";"20680000";"43491"
"Кварталы «На Минской»";"https://tyumen.brusnika.ru/flat/56787/";"108,1";"17060000";"20070000";"56787"
"Зарека";"https://tyumen.brusnika.ru/flat/51643/";"140,4";"17130000";"21410000";"51643"
"Речной порт";"https://tyumen.brusnika.ru/flat/65627/";"139,3";"17180000";"21480000";"65627"
"Республики 205";"https://tyumen.brusnika.ru/flat/48200/";"125,1";"17220000";"21530000";"48200"
"Республики 205";"https://tyumen.brusnika.ru/flat/48203/";"125,1";"17220000";"21530000";"48203"
"Республики 205";"https://tyumen.brusnika.ru/flat/48190/";"125,1";"17220000";"21530000";"48190"
"Речной порт";"https://tyumen.brusnika.ru/flat/54136/";"133";"17220000";"21520000";"54136"
"Зарека";"https://tyumen.brusnika.ru/flat/67174/";"132,3";"17230000";"18930000";"67174"
"Зарека";"https://tyumen.brusnika.ru/flat/51613/";"141,4";"17260000";"21580000";"51613"
"Республики 205";"https://tyumen.brusnika.ru/flat/56405/";"136,2";"17280000";"21600000";"56405"
"Дом у озера";"https://tyumen.brusnika.ru/flat/44411/";"139,9";"17290000";"21610000";"44411"
